Analysis,ENA run,Sample
MGYA00136615,ERZ475227,ERS667528
MGYA00587822,ERZ2944603,SRS837593
MGYA00136681,ERZ475203,ERS667492
MGYA00580146,ERZ1673817,SRS1338843
MGYA00367681,ERZ841573,ERS493460
MGYA00248920,ERZ651128,SRS1593757
MGYA00580147,ERZ1673815,SRS1338802
MGYA00237845,ERZ508601,SRS2617741
MGYA00367596,ERZ840367,ERS493914
MGYA00580161,ERZ1673800,SRS1338819
MGYA00590471,ERZ841705,ERS490542
MGYA00593004,ERZ3422144,ERS1309532
MGYA00590578,ERZ829845,ERS487936
MGYA00592990,ERZ3422408,ERS1309687
MGYA00151572,ERZ475176,ERS667665
MGYA00510821,ERZ859135,ERS1568997
MGYA00592923,ERZ3421852,ERS1307938
MGYA00375870,ERZ724576,SRS794575
MGYA00590529,ERZ835002,ERS493636
MGYA00582541,ERZ1741319,ERS667628
MGYA00587081,ERZ2772529,ERS492198
MGYA00375874,ERZ724580,SRS794524
MGYA00375665,ERZ781240,SRS2138869
MGYA00248466,ERZ534189,SRS1593799
MGYA00250080,ERZ650213,SRS2339551
MGYA00237986,ERZ584548,SRS1593766
MGYA00237959,ERZ584531,SRS1593766
MGYA00520656,ERZ1034501,ERS2597640
MGYA00250118,ERZ650176,SRS1067532
MGYA00590541,ERZ840919,ERS489236
MGYA00367548,ERZ833381,ERS488685
MGYA00590484,ERZ843524,ERS494431
MGYA00592932,ERZ3421850,ERS1308704
MGYA00581507,ERZ1699657,ERS4382420
MGYA00593280,ERZ4201035,SRS1525505
MGYA00367555,ERZ834397,ERS490433
MGYA00520944,ERZ1022820,SRS3540784
MGYA00250102,ERZ650187,SRS1254552
MGYA00593682,ERZ1292636,ERS4277072
MGYA00237967,ERZ584547,SRS1593766
MGYA00582458,ERZ1741343,ERS667616
MGYA00593164,ERZ4290861,SRS7098385
MGYA00249084,ERZ650321,SRS1593761
MGYA00594121,ERZ1744545,SRS1947333
MGYA00593748,ERZ505285,SRS1589393
MGYA00583301,ERZ1748912,ERS1176148
MGYA00521160,ERZ1022769,SRS3499073
MGYA00004375,ERR700165,ERS627870
MGYA00521089,ERZ1022771,SRS3499072
MGYA00151485,ERZ475253,ERS667560
MGYA00151523,ERZ475125,ERS667573
MGYA00593383,ERZ3904942,SRS7832282
MGYA00248522,ERZ534150,SRS1593764
MGYA00580190,ERZ1673960,SRS1633001
MGYA00583290,ERZ1748960,ERS1972370
MGYA00593113,ERZ828934,ERS488919
MGYA00248931,ERZ651152,SRS1593757
MGYA00004361,ERR700151,ERS627868
MGYA00587837,ERZ2944634,SRS840070
MGYA00590685,ERZ3792529,ERS4023165
MGYA00510744,ERZ859454,ERS1972365
MGYA00580127,ERZ1673796,SRS1338795
MGYA00587077,ERZ2772613,ERS492877
MGYA00151536,ERZ475166,ERS667623
MGYA00582435,ERZ1741346,ERS667648
MGYA00593115,ERZ839424,ERS492294
MGYA00590839,ERZ2610338,ERS5835125
MGYA00583265,ERZ1749181,ERS1972411
MGYA00248451,ERZ584562,SRS1593800
MGYA00510639,ERZ859513,ERS1972405
MGYA00151507,ERZ475209,ERS667502
MGYA00004360,ERR700150,ERS627854
MGYA00583331,ERZ484610,ERS1972367
MGYA00248452,ERZ584564,SRS1593800
MGYA00248440,ERZ584563,SRS1593800
MGYA00238107,ERZ650650,SRS1593877
MGYA00375872,ERZ724578,SRS794644
MGYA00248759,ERZ505200,SRS1577350
MGYA00580129,ERZ1673787,SRS1338847
MGYA00510825,ERZ1756870,ERS1972353
MGYA00593167,ERZ4291090,SRS7098388
MGYA00586701,ERZ2098917,ERS5917438
MGYA00586693,ERZ2098926,ERS5917437
MGYA00583229,ERZ1749244,ERS1569008
MGYA00582474,ERZ1741329,ERS667602
MGYA00248461,ERZ584582,SRS1593800
MGYA00593247,ERZ4200999,SRS1525451
MGYA00136631,ERZ475131,ERS667579
MGYA00136649,ERZ475179,ERS667642
MGYA00238009,ERZ584586,SRS1593802
MGYA00583202,ERZ1749128,ERS1972308
MGYA00582438,ERZ1741364,ERS667625
MGYA00590549,ERZ840547,ERS492680
MGYA00237887,ERZ534236,SRS2395001
MGYA00593265,ERZ4200947,SRS1525901
MGYA00592989,ERZ3421540,ERS1308567
MGYA00367538,ERZ831745,ERS491463
MGYA00528219,ERZ481203,ERS916591
MGYA00587026,ERZ2772625,ERS493835
MGYA00136662,ERZ475166,ERS667623
MGYA00593127,ERZ828932,ERS477979
MGYA00587083,ERZ2772500,ERS489084
MGYA00593002,ERZ3422155,ERS1309076
MGYA00510817,ERZ1756877,ERS1972321
MGYA00521016,ERZ813250,DRS049206
MGYA00136724,ERZ475241,ERS667548
MGYA00136679,ERZ475256,ERS667563
MGYA00238012,ERZ584592,SRS1593802
MGYA00248589,ERZ508622,SRS1593760
MGYA00579296,ERZ1669248,SRS2704734
MGYA00375854,ERZ724560,SRS794638
MGYA00367650,ERZ841319,ERS492863
MGYA00238090,ERZ650642,SRS1593758
MGYA00375863,ERZ724569,SRS794530
MGYA00136743,ERZ475153,ERS667603
MGYA00581070,ERZ1669370,SRS1589163
MGYA00585813,ERZ2438211,SRS2329711
MGYA00521000,ERZ807348,SRS975751
MGYA00590569,ERZ840589,ERS488569
MGYA00590508,ERZ841384,ERS491044
MGYA00375660,ERZ781235,SRS2138869
MGYA00510768,ERZ859105,ERS1569009
MGYA00590443,ERZ842122,ERS488936
MGYA00590513,ERZ841423,ERS492680
MGYA00237805,ERZ508546,SRS1616289
MGYA00586708,ERZ2098905,ERS5917444
MGYA00510735,ERZ859533,ERS1972412
MGYA00582549,ERZ1741250,ERS667519
MGYA00520714,ERZ1034493,ERS2597636
MGYA00248479,ERZ534202,SRS1593799
MGYA00248941,ERZ651139,SRS1593757
MGYA00521192,ERZ890703,ERS2026568
MGYA00510657,ERZ859145,ERS1568985
MGYA00587807,ERZ2944967,SRS1776184
MGYA00354806,ERZ841129,ERS2876943
MGYA00248733,ERZ505383,SRS1967631
MGYA00579295,ERZ1669250,SRS2704733
MGYA00593285,ERZ4200948,SRS1528047
MGYA00583203,ERZ1749117,ERS1972438
MGYA00237985,ERZ584546,SRS1593766
MGYA00593779,ERZ3823152,SRS3969577
MGYA00593718,ERZ505226,SRS1589155
MGYA00587840,ERZ2944609,SRS1776188
MGYA00586694,ERZ2098922,ERS5917445
MGYA00582539,ERZ1741324,ERS667523
MGYA00250119,ERZ724591,SRS1066719
MGYA00510718,ERZ1756826,ERS1972338
MGYA00581739,ERZ1740064,SRS1401935
MGYA00582534,ERZ1741255,ERS667655
MGYA00581736,ERZ1740067,SRS1401934
MGYA00004374,ERR700164,ERS627849
MGYA00136717,ERZ475239,ERS667543
MGYA00590688,ERZ3792524,ERS4023156
MGYA00151522,ERZ475250,ERS667557
MGYA00580192,ERZ1684502,SRS5681002
MGYA00582507,ERZ1741287,ERS667575
MGYA00589059,ERZ828946,ERS477998
MGYA00590363,ERZ3820725,ERS2285880
MGYA00590857,ERZ2610359,ERS5835121
MGYA00345661,ERZ802844,ERS1871404
MGYA00151479,ERZ475228,ERS667654
MGYA00367722,ERZ842010,ERS488799
MGYA00587101,ERZ2772644,ERS492714
MGYA00586705,ERZ2098909,ERS5917447
MGYA00580141,ERZ1673771,SRS1338794
MGYA00582570,ERZ1741227,ERS667558
MGYA00237977,ERZ584530,SRS1593766
MGYA00248762,ERZ505201,SRS1577350
MGYA00510771,ERZ859079,ERS1176151
MGYA00586706,ERZ2098904,ERS5917453
MGYA00593166,ERZ4290864,SRS7098384
MGYA00581066,ERZ1669375,SRS1589160
MGYA00582533,ERZ1741256,ERS667535
MGYA00582477,ERZ1741327,ERS667651
MGYA00520978,ERZ1022739,SRS3499100
MGYA00510784,ERZ1756874,ERS1568998
MGYA00238100,ERZ650657,SRS1593877
MGYA00238039,ERZ584624,SRS1593806
MGYA00510762,ERZ859268,ERS1568975
MGYA00587787,ERZ2945081,SRS839200
MGYA00590844,ERZ2610357,ERS5835124
MGYA00248460,ERZ584580,SRS1593800
MGYA00237873,ERZ529320,SRS1116298
MGYA00581063,ERZ1691581,ERS4846756
MGYA00589046,ERZ840836,ERS490691
MGYA00583230,ERZ1749242,ERS1568966
MGYA00580170,ERZ1673780,SRS1338823
MGYA00583340,ERZ484625,ERS1972333
MGYA00367539,ERZ832020,ERS488714
MGYA00237970,ERZ584553,SRS1593766
MGYA00592988,ERZ3421797,ERS1308540
MGYA00589041,ERZ840511,ERS493752
MGYA00367528,ERZ829891,ERS488486
MGYA00593121,ERZ839095,ERS489585
MGYA00589554,ERZ2945051,SRS1776180
MGYA00590483,ERZ843989,ERS494518
MGYA00510813,ERZ1756867,ERS1972375
MGYA00582486,ERZ1741315,ERS667569
MGYA00136718,ERZ475129,ERS667577
MGYA00593331,ERZ4200921,SRS1525424
MGYA00590558,ERZ840327,ERS488747
MGYA00248575,ERZ508623,SRS1593760
MGYA00589065,ERZ484705,ERS1568988
MGYA00589025,ERZ842083,ERS491836
MGYA00345664,ERZ802849,ERS1871407
MGYA00250081,ERZ650215,SRS2339549
MGYA00587058,ERZ2772589,ERS491016
MGYA00582492,ERZ1741303,ERS667601
MGYA00593293,ERZ4200974,SRS1528158
MGYA00589549,ERZ2944896,SRS837556
MGYA00250079,ERZ650211,SRS2339533
MGYA00520543,ERZ1034559,ERS2597666
MGYA00593730,ERZ505249,SRS1589257
MGYA00510748,ERZ859430,ERS1972348
MGYA00590555,ERZ840062,ERS489846
MGYA00250115,ERZ650179,SRS1066663
MGYA00237960,ERZ584533,SRS1593766
MGYA00136703,ERZ475125,ERS667573
MGYA00354809,ERZ841149,ERS2876946
MGYA00587808,ERZ2944886,SRS1776409
MGYA00510724,ERZ1756829,ERS1972386
MGYA00593760,ERZ4022160,SRS1589500
MGYA00583252,ERZ1749037,ERS1972410
MGYA00580168,ERZ1673790,SRS1338835
MGYA00590531,ERZ842402,ERS492699
MGYA00590502,ERZ841401,ERS491699
MGYA00590506,ERZ841434,ERS489529
MGYA00593727,ERZ505245,SRS1589217
MGYA00582465,ERZ1741335,ERS667661
MGYA00375865,ERZ724571,SRS794530
MGYA00585629,ERZ2772438,SRS1616300
MGYA00520578,ERZ1034557,ERS2597665
MGYA00136749,ERZ475124,ERS667572
MGYA00004365,ERR700155,ERS627836
MGYA00004389,ERR700179,ERS627857
MGYA00593007,ERZ3422048,ERS1309532
MGYA00590476,ERZ841439,ERS493981
MGYA00585799,ERZ2438351,SRS2329705
MGYA00237988,ERZ584552,SRS1593766
MGYA00248442,ERZ584567,SRS1593800
MGYA00367570,ERZ836958,ERS489585
MGYA00367711,ERZ841932,ERS493670
MGYA00354813,ERZ841185,ERS2876950
MGYA00586695,ERZ2098921,ERS5917436
MGYA00582454,ERZ1741349,ERS667643
MGYA00587816,ERZ2944753,SRS1776399
MGYA00580179,ERZ1673759,SRS1338851
MGYA00151494,ERZ475131,ERS667579
MGYA00593769,ERZ3823115,SRS2139161
MGYA00237844,ERZ508600,SRS2617739
MGYA00583177,ERZ1749186,ERS1972332
MGYA00510641,ERZ859492,ERS1972395
MGYA00136629,ERZ475182,ERS667645
MGYA00585838,ERZ2437723,SRS2329738
MGYA00583221,ERZ1749267,ERS1568986
MGYA00238108,ERZ650652,SRS1593877
MGYA00593714,ERZ508522,SRS1589011
MGYA00151577,ERZ475186,ERS667667
MGYA00375663,ERZ781238,SRS2138869
MGYA00583326,ERZ484635,ERS1972308
MGYA00238018,ERZ584604,SRS1593802
MGYA00367746,ERZ842555,ERS494374
MGYA00136663,ERZ475138,ERS667589
MGYA00510757,ERZ859367,ERS1972314
MGYA00004357,ERR700147,ERS627829
MGYA00248610,ERZ508652,SRS1593760
MGYA00151464,ERZ475212,ERS667507
MGYA00590677,ERZ3792528,ERS4023162
MGYA00521236,ERZ891418,ERS2026638
MGYA00589562,ERZ2945101,SRS567886
MGYA00590687,ERZ3792525,ERS4023176
MGYA00582444,ERZ1741326,ERS667538
MGYA00510644,ERZ859459,ERS1972368
MGYA00593279,ERZ4200952,SRS1527998
MGYA00590451,ERZ841929,ERS490029
MGYA00136706,ERZ475244,ERS667551
MGYA00136640,ERZ475221,ERS667519
MGYA00587044,ERZ2772486,ERS491851
MGYA00583215,ERZ1749287,ERS1972406
MGYA00248485,ERZ534208,SRS1593799
MGYA00367508,ERZ828930,ERS478017
MGYA00237879,ERZ529330,SRS1557872
MGYA00248548,ERZ534188,SRS1593764
MGYA00590848,ERZ2610348,ERS5835138
MGYA00585824,ERZ2437994,SRS2329725
MGYA00151594,ERZ475122,ERS667567
MGYA00583211,ERZ1749312,ERS1568997
MGYA00593775,ERZ3823172,SRS2139189
MGYA00238037,ERZ584620,SRS1593806
MGYA00580144,ERZ1673765,SRS1338825
MGYA00375592,ERZ795122,SRS2823416
MGYA00587801,ERZ2945099,SRS1872833
MGYA00590479,ERZ841695,ERS490714
MGYA00375648,ERZ795401,SRS2304775
MGYA00587039,ERZ2772541,ERS488701
MGYA00581744,ERZ1740059,SRS1401933
MGYA00583237,ERZ1749214,ERS1568967
MGYA00593001,ERZ3422167,ERS1308894
MGYA00520865,ERZ1027292,DRS040276
MGYA00592922,ERZ3421860,ERS1307890
MGYA00582510,ERZ1741284,ERS667506
MGYA00583178,ERZ1749183,ERS1972371
MGYA00589013,ERZ840839,ERS494274
MGYA00593725,ERZ505241,SRS1589215
MGYA00136657,ERZ475146,ERS667597
MGYA00580160,ERZ1673801,SRS1338833
MGYA00250105,ERZ650193,SRS1254553
MGYA00367665,ERZ841436,ERS493670
MGYA00593277,ERZ4200993,SRS1529110
MGYA00593683,ERZ1292660,ERS4277071
MGYA00510775,ERZ1756885,ERS1176156
MGYA00590696,ERZ3792508,ERS4023168
MGYA00367736,ERZ842124,ERS490124
MGYA00587088,ERZ2772573,ERS489113
MGYA00367587,ERZ839424,ERS492294
MGYA00375880,ERZ724586,SRS791682
MGYA00004409,ERR700199,ERS627881
MGYA00582495,ERZ1741299,ERS667654
MGYA00367529,ERZ829933,ERS492177
MGYA00375065,ERZ781373,SRS2159034
MGYA00510766,ERZ859125,ERS1569004
MGYA00592937,ERZ3421841,ERS1308858
MGYA00589054,ERZ833316,ERS488747
MGYA00583190,ERZ1749030,ERS1972354
MGYA00593227,ERZ4200930,SRS1525891
MGYA00510824,ERZ1756825,ERS1568985
MGYA00151476,ERZ475210,ERS667503
MGYA00237796,ERZ508532,SRS1589503
MGYA00585841,ERZ2437499,SRS2329746
MGYA00248924,ERZ651136,SRS1593757
MGYA00590678,ERZ3792526,ERS4023164
MGYA00593228,ERZ4200926,SRS1525438
MGYA00510692,ERZ1756920,ERS1568964
MGYA00367739,ERZ842135,ERS491044
MGYA00238074,ERZ650163,ERS1869128
MGYA00238070,ERZ650155,ERS1869131
MGYA00587111,ERZ2772566,ERS478052
MGYA00345657,ERZ802834,ERS1871397
MGYA00580118,ERZ1673837,SRS4517418
MGYA00521157,ERZ1022831,SRS3540775
MGYA00583316,ERZ1748917,ERS1972398
MGYA00136636,ERZ473095,ERS667567
MGYA00593292,ERZ4200980,SRS1528139
MGYA00593312,ERZ4201001,SRS1525450
MGYA00237990,ERZ584556,SRS1593766
MGYA00587821,ERZ2944612,SRS1776187
MGYA00590376,ERZ3820731,SRS1424237
MGYA00593266,ERZ4200894,SRS1520963
MGYA00582441,ERZ1741360,ERS667596
MGYA00587090,ERZ2772568,ERS490320
MGYA00580123,ERZ1673965,ERS223618
MGYA00510810,ERZ484650,ERS1972342
MGYA00248507,ERZ534149,SRS1593764
MGYA00590858,ERZ2610355,ERS5835128
MGYA00583259,ERZ1749216,ERS1972341
MGYA00593249,ERZ4201026,SRS1525499
MGYA00238020,ERZ584608,SRS1593802
MGYA00367619,ERZ840881,ERS493390
MGYA00586702,ERZ2098916,ERS5917444
MGYA00585834,ERZ2439743,SRS2329645
MGYA00510777,ERZ1756807,ERS1568987
MGYA00136722,ERZ475126,ERS667574
MGYA00004358,ERR700148,ERS627877
MGYA00587795,ERZ2944584,SRS577849
MGYA00151480,ERZ475143,ERS667594
MGYA00540102,ERZ869952,ERS1972336
MGYA00587069,ERZ2772524,ERS489285
MGYA00151531,ERZ475215,ERS667514
MGYA00593124,ERZ835323,ERS490085
MGYA00521206,ERZ813285,DRS049197
MGYA00367652,ERZ841327,ERS492381
MGYA00590361,ERZ3820727,ERS2285880
MGYA00590467,ERZ841878,ERS488330
MGYA00593731,ERZ505252,SRS1589258
MGYA00248935,ERZ651127,SRS1593757
MGYA00520953,ERZ887853,ERS2026545
MGYA00248504,ERZ534227,SRS1593799
MGYA00587818,ERZ2944684,SRS582461
MGYA00587078,ERZ2772557,ERS488929
MGYA00593271,ERZ4201000,SRS1525453
MGYA00587066,ERZ2772538,ERS490285
MGYA00510791,ERZ1756869,ERS1568989
MGYA00238025,ERZ584638,SRS1593806
MGYA00136634,ERZ475164,ERS667621
MGYA00367735,ERZ842122,ERS488936
MGYA00163492,ERZ500818,ERS950427
MGYA00151509,ERZ475140,ERS667592
MGYA00592982,ERZ3421581,ERS1309836
MGYA00593000,ERZ3422225,ERS1309476
MGYA00250083,ERZ650219,SRS2339526
MGYA00248607,ERZ508649,SRS1593760
MGYA00151600,ERZ475187,ERS667649
MGYA00590516,ERZ841263,ERS491740
MGYA00580125,ERZ1673808,SRS1338837
MGYA00540111,ERZ859297,ERS1568973
MGYA00510830,ERZ1756852,ERS1972351
MGYA00375051,ERZ781359,SRS1616313
MGYA00151497,ERZ475221,ERS667519
MGYA00132144,ERZ405284,ERS1617559
MGYA00248601,ERZ508643,SRS1593760
MGYA00248777,ERZ505125,SRS604136
MGYA00593119,ERZ841744,ERS490265
MGYA00593224,ERZ832854,ERS488545
MGYA00581073,ERZ1669405,DRS082835
MGYA00583072,ERZ1758307,SRS1615314
MGYA00510781,ERZ1756915,ERS1568977
MGYA00248729,ERZ505375,SRS1967628
MGYA00151569,ERZ475199,ERS667488
MGYA00581077,ERZ1669406,DRS082841
MGYA00593336,ERZ4200915,SRS1525426
MGYA00367514,ERZ828948,ERS477979
MGYA00589045,ERZ840857,ERS488621
MGYA00593314,ERZ4200987,SRS1528794
MGYA00248783,ERZ505120,SRS604112
MGYA00582483,ERZ1741309,ERS667490
MGYA00582561,ERZ1741236,ERS667550
MGYA00592919,ERZ3422017,ERS1308500
MGYA00345656,ERZ802832,ERS1871396
MGYA00238027,ERZ584642,SRS1593806
MGYA00580152,ERZ1673810,SRS1338834
MGYA00580163,ERZ1673795,SRS1338827
MGYA00582471,ERZ1741333,ERS667665
MGYA00593260,ERZ4200982,SRS1528204
MGYA00587091,ERZ2772560,ERS488558
MGYA00581740,ERZ1740063,SRS1401934
MGYA00587032,ERZ2772601,ERS489552
MGYA00593268,ERZ4201027,SRS1525500
MGYA00521030,ERZ1022829,SRS3540777
MGYA00520545,ERZ1034537,ERS2597657
MGYA00590517,ERZ841010,ERS491421
MGYA00593767,ERZ3823137,SRS2139154
MGYA00587813,ERZ2944803,SRS1776179
MGYA00151533,ERZ475216,ERS667515
MGYA00585780,ERZ2439445,SRS2329655
MGYA00520860,ERZ1022761,SRS3499078
MGYA00521007,ERZ889350,ERS2026556
MGYA00136625,ERZ475222,ERS667520
MGYA00375881,ERZ724587,SRS791740
MGYA00593125,ERZ831056,ERS488649
MGYA00593141,ERZ837530,ERS490659
MGYA00367646,ERZ841276,ERS492814
MGYA00593344,ERZ4200902,SRS1525391
MGYA00521035,ERZ1022732,SRS3499103
MGYA00592960,ERZ3421833,ERS1308744
MGYA00582521,ERZ1741271,ERS702154
MGYA00071160,ERZ304795,ERS1188259
MGYA00510726,ERZ1756873,ERS1972377
MGYA00583191,ERZ1748974,ERS1176149
MGYA00589076,ERZ1756886,ERS1972337
MGYA00593222,ERZ840577,ERS493044
MGYA00590577,ERZ833884,ERS491913
MGYA00593768,ERZ3823102,SRS2139158
MGYA00367738,ERZ842130,ERS493822
MGYA00248590,ERZ508624,SRS1593760
MGYA00345683,ERZ806366,ERS1871403
MGYA00136728,ERZ475213,ERS667511
MGYA00593003,ERZ3422154,ERS1308894
MGYA00237876,ERZ529329,SRS1557873
MGYA00583293,ERZ1748971,ERS1568994
MGYA00581068,ERZ1669373,SRS1589166
MGYA00238007,ERZ584601,SRS1593802
MGYA00581504,ERZ1699652,ERS4382428
MGYA00248633,ERZ508508,SRS2617736
MGYA00250085,ERZ650202,SRS2339529
MGYA00151567,ERZ475227,ERS667528
MGYA00248730,ERZ505377,SRS1967629
MGYA00510732,ERZ859551,ERS1972438
MGYA00592993,ERZ3422204,ERS1308390
MGYA00593744,ERZ505277,SRS1589377
MGYA00367572,ERZ837273,ERS490507
MGYA00510815,ERZ484637,ERS1972368
MGYA00592926,ERZ3421854,ERS1308985
MGYA00248921,ERZ651130,SRS1593757
MGYA00583225,ERZ1749256,ERS1972396
MGYA00594149,ERZ1284146,SRS4558644
MGYA00250114,ERZ650177,SRS1066697
MGYA00587067,ERZ2772536,ERS490180
MGYA00590694,ERZ3792519,ERS4023166
MGYA00238058,ERZ584643,SRS1593806
MGYA00520851,ERZ1027298,ERS1032714
MGYA00593306,ERZ4201012,SRS1525461
MGYA00583219,ERZ1749272,ERS1568962
MGYA00590671,ERZ3792533,ERS4023170
MGYA00375868,ERZ724574,SRS794574
MGYA00004402,ERR700192,ERS627879
MGYA00367718,ERZ841980,ERS490633
MGYA00248582,ERZ508638,SRS1593760
MGYA00582513,ERZ1741281,ERS667574
MGYA00367523,ERZ829332,ERS491001
MGYA00237963,ERZ584539,SRS1593766
MGYA00248462,ERZ651162,SRS1593800
MGYA00238082,ERZ650195,SRS1930014
MGYA00151547,ERZ475158,ERS667616
MGYA00510808,ERZ1756913,ERS1972348
MGYA00585206,ERZ791558,SRS1611335
MGYA00248596,ERZ508637,SRS1593760
MGYA00248785,ERZ505124,SRS604134
MGYA00580139,ERZ1673775,SRS1338845
MGYA00590442,ERZ842124,ERS490124
MGYA00248531,ERZ534168,SRS1593764
MGYA00249085,ERZ650323,SRS1593761
MGYA00587070,ERZ2772523,ERS490120
MGYA00593273,ERZ4200990,SRS1528797
MGYA00345681,ERZ806364,ERS1871391
MGYA00593734,ERZ505259,SRS1589270
MGYA00581496,ERZ1694523,ERS1030529
MGYA00238081,ERZ650194,SRS1930012
MGYA00583269,ERZ1749149,ERS1972373
MGYA00593011,ERZ3421902,ERS1308704
MGYA00367613,ERZ840836,ERS490691
MGYA00590453,ERZ841842,ERS489315
MGYA00248536,ERZ534176,SRS1593764
MGYA00593305,ERZ4201020,SRS1525470
MGYA00136671,ERZ475234,ERS667536
MGYA00520939,ERZ807359,SRS976586
MGYA00585792,ERZ2438265,SRS2329707
MGYA00583195,ERZ1749297,ERS1568975
MGYA00510764,ERZ859183,ERS1568964
MGYA00004355,ERR700145,ERS627837
MGYA00590507,ERZ841381,ERS492863
MGYA00136737,ERZ475165,ERS667622
MGYA00589067,ERZ1756918,ERS1568975
MGYA00367645,ERZ841263,ERS491740
MGYA00510793,ERZ1756872,ERS1568986
MGYA00250087,ERZ650207,SRS2339537
MGYA00367532,ERZ830535,ERS487899
MGYA00238099,ERZ650655,SRS1593877
MGYA00593290,ERZ4200984,SRS1528795
MGYA00238028,ERZ584644,SRS1593806
MGYA00510703,ERZ859140,ERS1568993
MGYA00593288,ERZ4200925,SRS1525442
MGYA00136644,ERZ475194,ERS667483
MGYA00593212,ERZ3422166,ERS1309115
MGYA00593289,ERZ4200912,SRS1525423
MGYA00593299,ERZ4200954,SRS1525903
MGYA00589077,ERZ484610,ERS1972367
MGYA00151554,ERZ475242,ERS667549
MGYA00004387,ERR700177,ERS627865
MGYA00590686,ERZ3792527,ERS4023157
MGYA00585848,ERZ2439387,SRS2329656
MGYA00136678,ERZ475177,ERS667640
MGYA00248493,ERZ534216,SRS1593799
MGYA00593739,ERZ505269,SRS1589285
MGYA00238005,ERZ584597,SRS1593802
MGYA00593246,ERZ4201009,SRS1525462
MGYA00590377,ERZ3820730,SRS1424240
MGYA00583176,ERZ1749316,ERS1568965
MGYA00367573,ERZ837530,ERS490659
MGYA00592987,ERZ3421807,ERS1309308
MGYA00375705,ERZ795118,SRS2484914
MGYA00587033,ERZ2772600,ERS491897
MGYA00136651,ERZ475238,ERS667541
MGYA00238093,ERZ650641,SRS1593758
MGYA00583248,ERZ1749051,ERS1568971
MGYA00238034,ERZ584657,SRS1593806
MGYA00587809,ERZ2944868,SRS836563
MGYA00367588,ERZ839637,ERS489987
MGYA00580154,ERZ1673807,SRS1338796
MGYA00587027,ERZ2772623,ERS489148
MGYA00520888,ERZ891134,ERS2026634
MGYA00583239,ERZ1749206,ERS1972397
MGYA00581737,ERZ1740066,SRS1401924
MGYA00248532,ERZ534170,SRS1593764
MGYA00136708,ERZ475259,ERS667657
MGYA00136738,ERZ475252,ERS667559
MGYA00589075,ERZ484629,ERS1972379
MGYA00520646,ERZ1034488,ERS2597634
MGYA00151510,ERZ475129,ERS667577
MGYA00510780,ERZ484710,ERS1568995
MGYA00585819,ERZ2438038,SRS2329721
MGYA00589084,ERZ1749064,ERS1972319
MGYA00510836,ERZ1756803,ERS1972343
MGYA00521285,ERZ891023,ERS2026572
MGYA00589083,ERZ477636,ERS1568994
MGYA00582550,ERZ1741249,ERS667559
MGYA00248490,ERZ534213,SRS1593799
MGYA00582467,ERZ1741312,ERS667511
MGYA00510761,ERZ859283,ERS1568974
MGYA00582567,ERZ1741230,ERS667563
MGYA00587108,ERZ2772583,ERS490648
MGYA00585782,ERZ2439085,SRS2329665
MGYA00585783,ERZ2439021,SRS2329666
MGYA00367748,ERZ843003,ERS494488
MGYA00367571,ERZ837174,ERS493822
MGYA00136618,ERZ475185,ERS667648
MGYA00248545,ERZ534185,SRS1593764
MGYA00136716,ERZ475130,ERS667658
MGYA00593136,ERZ837273,ERS490507
MGYA00583338,ERZ477636,ERS1568994
MGYA00585820,ERZ2437909,SRS2329730
MGYA00582527,ERZ1741265,ERS667522
MGYA00151463,ERZ475130,ERS667658
MGYA00582526,ERZ1741266,ERS667583
MGYA00367753,ERZ844199,ERS494445
MGYA00136702,ERZ475188,ERS667478
MGYA00590579,ERZ828940,ERS477979
MGYA00367626,ERZ840959,ERS491001
MGYA00367567,ERZ836337,ERS492680
MGYA00592974,ERZ3421808,ERS1309836
MGYA00593169,ERZ4291133,SRS7098389
MGYA00583277,ERZ1748931,ERS1972320
MGYA00237955,ERZ584523,SRS1593766
MGYA00375867,ERZ724573,SRS794525
MGYA00585774,ERZ2439941,SRS2329640
MGYA00582569,ERZ1741228,ERS667551
MGYA00367513,ERZ828946,ERS477998
MGYA00136699,ERZ475144,ERS667595
MGYA00593241,ERZ4201011,SRS1525464
MGYA00589050,ERZ831446,ERS494394
MGYA00375594,ERZ795124,SRS2823414
MGYA00582530,ERZ1741261,ERS667486
MGYA00593771,ERZ3823113,SRS2139178
MGYA00593418,ERZ841151,ERS488346
MGYA00583276,ERZ1749010,ERS1972399
MGYA00510700,ERZ859397,ERS1972333
MGYA00580150,ERZ1673812,SRS1338818
MGYA00238071,ERZ650157,ERS1869124
MGYA00585800,ERZ2438179,SRS2329713
MGYA00367725,ERZ842061,ERS492863
MGYA00345689,ERZ806373,ERS1871426
MGYA00520907,ERZ887845,ERS2026541
MGYA00593251,ERZ4201015,SRS1525474
MGYA00367546,ERZ833247,ERS490124
MGYA00248542,ERZ534182,SRS1593764
MGYA00593012,ERZ3421469,ERS1309764
MGYA00248454,ERZ584568,SRS1593800
MGYA00593123,ERZ836228,ERS492145
MGYA00587017,ERZ2772593,ERS493767
MGYA00593318,ERZ4200917,SRS1525393
MGYA00151470,ERZ475243,ERS667550
MGYA00594119,ERZ1742330,SRS1947328
MGYA00581747,ERZ1740055,SRS1401932
MGYA00237971,ERZ584555,SRS1593766
MGYA00587056,ERZ2772605,ERS492692
